rgn_id,Type,Common Name,Hawaiian Name,Species name,ESA Status,score
2,Coastal Plant,,Degener_s _akoko,Euphorbia degeneri,V,0.7
2,Coastal Plant,Dwarf naupaka,Dwarf naupaka,Scaevola coriacsea,E,0.25
2,Coastal Plant,Pandanus,hala/Pu hala,Pandanus tectorius,,1
2,Coastal Plant,,Hau,Talipariti tiliaceus,,1
2,Coastal Plant,,Hinahina,Heliotropium anomalum,,1
2,Coastal Plant,Hawaiian Nama,Hinahina Kahakai,Nama sandwicensis,V,0.7
2,Coastal Plant,Moonseed,Huehue,Cocculus orbiculatus,,1
2,Coastal Plant,,Hunakai,Ipomoea imperati,,1
2,Coastal Plant,,Kalo,Colocasia esculenta,,1
2,Coastal Plant,Alexandrian Laurel,Kamai,Calophyllum inophyllum,,1
2,Coastal Plant,,Kauna_oa,Cuscuta sandwichiana,,1
2,Coastal Plant,,"K_welu, _Emoloa",Eragrostis variabilis,,1
2,Coastal Plant,,Ka_ena _akoko,Euphorbia celastroides var. kaenana,E,0.25
2,Coastal Plant,Ivy-leaved morning glory,Koali_ai,Ipomoea cairica,,1
2,Coastal Plant,Coastal morning glory,Koali_awa,Ipomoea littoralis,,1
2,Coastal Plant,Indian morning glory,Koali_awa,Ipomoea indica,,1
2,Coastal Plant,,Makaloa,Cyperus laevigatus,,1
2,Coastal Plant,,Mau_u/_Aki_aki,Fimbristylis cymosa subsp. Spathacea,,1
2,Coastal Plant,,Mau_u/_Aki_aki,Fimbristylis cymosa subsp. Umbellato-capitata,,1
2,Coastal Plant,Hawaiian Cotton,Ma_o,Gossypium tomentosum,V,0.7
2,Coastal Plant,,Milo,Thespesia populnea,,1
2,Coastal Plant,Bastard sandalwood,Naio,Myoporum sandwicense,,1
2,Coastal Plant,Beach sandalwood,_Iliahialo_e,Santalum ellipticum ,V,0.7
2,Coastal Plant,Beach pea,nanea,Vigna marina,,1
2,Coastal Plant,Beach Naupaka,Naupaka kahakai,Scaevola sericea,,1
2,Coastal Plant,,Nehe,"Melanthera integrifolia, Lipochaeta integrifolia",V,0.7
2,Coastal Plant,,Nehe,Lipochaeta succulenta,,1
2,Coastal Plant,,neke Fern,Cyperus interruptus,,1
2,Coastal Plant,Seaside heliotrope,Nena/Kipukai,Heliotropium curassavicum,,1
2,Coastal Plant,Coconut palm,Niu,Cocos nucifera,,1
2,Coastal Plant,Puncture vine,Nohu,Tribulus cistoides,,1
2,Coastal Plant,,Pa_uohi_iaka,Jacquemontia ovalifolia,,1
2,Coastal Plant,Beach vitex,Pohinahina,Vitex rotundifolia,,1
2,Coastal Plant,Beach morning glory,Pohuehue,Ipomoea pes-caprae,,1
2,Coastal Plant,,P_polo,Solanum nelsonii,E,0.25
2,Coastal Plant,"Caper bush,",Pua pilo or Maiapilo,Capparis sandwichiana,V,0.7
2,Coastal Plant,Prickly poppy,Pua kala,Aregemone glauca,,1
2,Coastal Plant,,Puukaa,Cyperus trachysanthos,E,0.25
2,Coastal Plant,Schiedea,,Schiedea globosa,V,0.7
2,Coastal Plant,,Uki,Cladium jamaicense,,1
2,Coastal Plant,Water Hyssop,_Ae_ae,Bacopa monnieri,,1
2,Coastal Plant,Seashore rushgrass,_Aki_aki,Sporobolus virginicus,,1
2,Coastal Plant,East Maui _Akoko,_Akoko,Euphorbia celastroides var. laechiensis,E,0.25
2,Coastal Plant,Sea purslane,_Akulikuli,Sesuvium portulacastrum,,1
2,Coastal Plant,,_Anaunau,Lepidium bedentatum,V,0.7
2,Coastal Plant,,_Ena_ena,Psuedognaphalium sandwicensium,,1
2,Coastal Plant,,_Ihi,Portulaca molokiniensis,E,0.25
2,Coastal Plant,Pigweed,_Ihi,Portulaca lutea,,1
2,Coastal Plant,Hairy Purslane,_Ihi,Portulaca villosa,E,0.25
2,Coastal Plant,Kilauea Portulaca,_Ihi makole,Portulaca sclerocarpa,E,0.25
2,Coastal Plant,,_Ilima,Sida fallax,,1
2,Coastal Plant,,_Ohai,Sesbania tomentosa,E,0.25
2,Coastal Plant,,_Ohelo kai,Lycium sandwicense,,1
2,Coastal Plant,,__hi_a lehua,Metrosideros polymorpha,,1
2,Coastal Plant,,"__lei, eluehe, u_ulei",Osteomeles anthyllidifolia,,1
2,Coastal Plant,,Wiliwili,Erythrina sandwicensis,,1
2,Coastal Plant,,_Uhaloa/Hi_aloa,Waltheria indica,,1
2,Marine Bird,Band-rumped strom-petrel,,Oceanodroma castro,,0.25
2,Marine Bird,Black-footed albatross,,Phoebastria nigripes,,0.7
2,Marine Bird,Black noddy,,Anous stolidus pileatus,,0.7
2,Marine Bird,Black-winged petrel,,Pterodroma nigripennis,,1
2,Marine Bird,Blue noddy,,Procelesterna cerulean,,0.7
2,Marine Bird,Brown booby,,Sula leucogaster,,0.7
2,Marine Bird,Brown noddy,,Anous stolidus,,1
2,Marine Bird,Bulwer's Petrel,,Bulweria bulwerii,,0.7
2,Marine Bird,Christmas shearwater,,Puffinus nativitatis,,0.7
2,Marine Bird,Cook_s Petrel,,Pterodroma cookii,,1
2,Marine Bird,Gray-backed tern,,"Onychonprion lunatus, Sterna lunata",,0.7
2,Marine Bird,Great frigatebird,,Fregata minor,,0.7
2,Marine Bird,Hawaiian black noddy,,Anous minutus melanogenys,,0.7
2,Marine Bird,Hawaiian petrel (dark-rumped petrel),,Pterodroma phaeopygia sandwichensis,,0.25
2,Marine Bird,Juan Fernandez petrel,,Pterodroma externa,,1
2,Marine Bird,Laysan albatross,,Phoebastria immutabilis,,0.7
2,Marine Bird,Masked Booby,,Sula dactylatra,,0.7
2,Marine Bird,Mottled petrel,,Pterodroma inexpectata,,1
2,Marine Bird,Newell's shearwater,,Puffinus newelli,,0.25
2,Marine Bird,Red-footed booby,,Sula sula,,1
2,Marine Bird,Red-tailed tropicbird,,Phaethon rubricauda,,0.7
2,Marine Bird,Sooty tern,,"Onychoprion fuscata, Sterna fuscata",,1
2,Marine Bird,Wedge-tailed shearwater,,Puffinus pacificus,,1
2,Marine Bird,White or ferry tern,,Gygis alba,,1
2,Marine Bird,White-tailed tropic bird,,Phaethon lepturus ,,0.7
2,Marine Bird,Bristle-thighed curlew,,Numenius tahitiensis,,1
2,Marine Bird,Pacific golden plover,,Pluvialis fulva,,1
2,Marine Bird,Sanderling,,Calidris alba,,1
2,Marine Bird,Ruddy turnstone,,Arenaria interpres,,1
2,Marine Bird,Wandering tattler,,Heteroscelus incanus,,1
2,Marine Mammal,Blainville’s beaked whale,,Mesoplodon densirostris,NC,1
2,Marine Mammal,Blue whale ,,Balaenoptera musculus musculus,E,0.25
2,Marine Mammal,Bryde’s whale ,,Balaenoptera edeni,NC,1
2,Marine Mammal,Common bottlenose dolphin,,Tursiops truncatus truncatus,NC,1
2,Marine Mammal,Cuvier’s beaked whale,,Ziphius cavirostris,NC,1
2,Marine Mammal,Dwarf sperm whale,,Kogia sima,NC,1
2,Marine Mammal,False killer whale,,Pseudorca crassidens,E,0.25
2,Marine Mammal,Fin whale ,,Balaenoptera physalus physalus,E,0.25
2,Marine Mammal,Fraser’s dolphin ,,Lagenodelphis hosei,NC,1
2,Marine Mammal,Hawaiian monk seal,,Neomonachus schauinslandi,E,0.25
2,Marine Mammal,Hawksbill,,Ertmochelys imbricata,E,0.25
2,Marine Mammal,Humpback whale,,Megaptera novaeangliae,E,0.25
2,Marine Mammal,Killer whale ,,Orcinus orca,NC,1
2,Marine Mammal,Longman’s beaked whale,,Indopacetus pacificus,NC,1
2,Marine Mammal,Melon-headed whale ,,Peponocephala electra,NC,1
2,Marine Mammal,Minke whale ,,Balaenoptera acutorostrata scammoni,NC,1
2,Marine Mammal,North Pacific right ,,Lissodelphis borealis,NC,1
2,Marine Mammal,Pantropical spotted dolphin,,Stenella attenuata attenuata,NC,1
2,Marine Mammal,Pygmy killer whale,,Feresa attenuata,NC,1
2,Marine Mammal,Pygmy sperm whale,,Kogia breviceps,NC,1
2,Marine Mammal,Risso’s dolphin ,,Grampus griseus,NC,1
2,Marine Mammal,Rough-toothed dolphin ,,Steno bredanensis,NC,1
2,Marine Mammal,Sei whale ,,Balaenoptera borealis borealis,E,0.25
2,Marine Mammal,Short-finned pilot whale,,Globicephala macrorhynchus,NC,1
2,Marine Mammal,Sperm whale ,,Physeter macrocephalus,E,0.25
2,Marine Mammal,Spinner dolphin ,,Stenella longirostris longirostris),NC,1
2,Marine Mammal,Striped dolphin ,,Stenella coeruleoalba,NC,1
2,Marine Turtle,Green Turtle,,Chelonia mydas,T,0.5
2,Marine Turtle,Leatherback,,Dermochelys cariacea,E,0.25
2,Marine Turtle,Loggerhead,,Caretta caretta,E,0.25
2,Marine Turtle,Olive Ridley,,Lepidochelys olivacea,T,0.5
3,Coastal Plant,Beach spurge,"Koko, _akoko",Chamaesyce degeneri,,1
3,Coastal Plant,,"__kia, kauhi",Wikstroemia spp,,1
3,Coastal Plant,,Ahuawa,Mariscus javanicus,,1
3,Coastal Plant,,Akaakai,Schoenoplectella tabernae-montani,,1
3,Coastal Plant,,Alena,Boerhavia repens,,1
3,Coastal Plant,,Degener_s _akoko,Euphorbia degeneri,V,0.7
3,Coastal Plant,Dwarf naupaka,Dwarf naupaka,Scaevola coriacsea,E,0.25
3,Coastal Plant,Pandanus,hala/Pu hala,Pandanus tectorius,,1
3,Coastal Plant,,Hau,Talipariti tiliaceus,,1
3,Coastal Plant,,Hinahina,Heliotropium anomalum,,1
3,Coastal Plant,Hawaiian Nama,Hinahina Kahakai,Nama sandwicensis,V,0.7
3,Coastal Plant,Moonseed,Huehue,Cocculus orbiculatus,,1
3,Coastal Plant,,Hunakai,Ipomoea imperati,,1
3,Coastal Plant,,Kalo,Colocasia esculenta,,1
3,Coastal Plant,Alexandrian Laurel,Kamai,Calophyllum inophyllum,,1
3,Coastal Plant,,Kauna_oa,Cuscuta sandwichiana,,1
3,Coastal Plant,,"K_welu, _Emoloa",Eragrostis variabilis,,1
3,Coastal Plant,,Ka_ena _akoko,Euphorbia celastroides var. kaenana,E,0.25
3,Coastal Plant,Ivy-leaved morning glory,Koali_ai,Ipomoea cairica,,1
3,Coastal Plant,Coastal morning glory,Koali_awa,Ipomoea littoralis,,1
3,Coastal Plant,Indian morning glory,Koali_awa,Ipomoea indica,,1
3,Coastal Plant,,Makaloa,Cyperus laevigatus,,1
3,Coastal Plant,,Mau_u/_Aki_aki,Fimbristylis cymosa subsp. Spathacea,,1
3,Coastal Plant,,Mau_u/_Aki_aki,Fimbristylis cymosa subsp. Umbellato-capitata,,1
3,Coastal Plant,Hawaiian Cotton,Ma_o,Gossypium tomentosum,V,0.7
3,Coastal Plant,,Milo,Thespesia populnea,,1
3,Coastal Plant,Bastard sandalwood,Naio,Myoporum sandwicense,,1
3,Coastal Plant,Beach sandalwood,_Iliahialo_e,Santalum ellipticum ,V,0.7
3,Coastal Plant,Beach pea,nanea,Vigna marina,,1
3,Coastal Plant,Beach Naupaka,Naupaka kahakai,Scaevola sericea,,1
3,Coastal Plant,,Nehe,"Melanthera integrifolia, Lipochaeta integrifolia",V,0.7
3,Coastal Plant,,Nehe,Lipochaeta succulenta,,1
3,Coastal Plant,,neke Fern,Cyperus interruptus,,1
3,Coastal Plant,Seaside heliotrope,Nena/Kipukai,Heliotropium curassavicum,,1
3,Coastal Plant,Coconut palm,Niu,Cocos nucifera,,1
3,Coastal Plant,Puncture vine,Nohu,Tribulus cistoides,,1
3,Coastal Plant,,Pa_uohi_iaka,Jacquemontia ovalifolia,,1
3,Coastal Plant,Beach vitex,Pohinahina,Vitex rotundifolia,,1
3,Coastal Plant,Beach morning glory,Pohuehue,Ipomoea pes-caprae,,1
3,Coastal Plant,,P_polo,Solanum nelsonii,E,0.25
3,Coastal Plant,"Caper bush,",Pua pilo or Maiapilo,Capparis sandwichiana,V,0.7
3,Coastal Plant,Prickly poppy,Pua kala,Aregemone glauca,,1
3,Coastal Plant,,Puukaa,Cyperus trachysanthos,E,0.25
3,Coastal Plant,Schiedea,,Schiedea globosa,V,0.7
3,Coastal Plant,,Uki,Cladium jamaicense,,1
3,Coastal Plant,Water Hyssop,_Ae_ae,Bacopa monnieri,,1
3,Coastal Plant,Seashore rushgrass,_Aki_aki,Sporobolus virginicus,,1
3,Coastal Plant,East Maui _Akoko,_Akoko,Euphorbia celastroides var. laechiensis,E,0.25
3,Coastal Plant,Sea purslane,_Akulikuli,Sesuvium portulacastrum,,1
3,Coastal Plant,,_Anaunau,Lepidium bedentatum,V,0.7
3,Coastal Plant,,_Ena_ena,Psuedognaphalium sandwicensium,,1
3,Coastal Plant,,_Ihi,Portulaca molokiniensis,E,0.25
3,Coastal Plant,Pigweed,_Ihi,Portulaca lutea,,1
3,Coastal Plant,Hairy Purslane,_Ihi,Portulaca villosa,E,0.25
3,Coastal Plant,Kilauea Portulaca,_Ihi makole,Portulaca sclerocarpa,E,0.25
3,Coastal Plant,,_Ilima,Sida fallax,,1
3,Coastal Plant,,_Ohai,Sesbania tomentosa,E,0.25
3,Coastal Plant,,_Ohelo kai,Lycium sandwicense,,1
3,Coastal Plant,,__hi_a lehua,Metrosideros polymorpha,,1
3,Coastal Plant,,"__lei, eluehe, u_ulei",Osteomeles anthyllidifolia,,1
3,Coastal Plant,,Wiliwili,Erythrina sandwicensis,,1
3,Coastal Plant,,_Uhaloa/Hi_aloa,Waltheria indica,,1
3,Marine Bird,Band-rumped strom-petrel,,Oceanodroma castro,,0.25
3,Marine Bird,Black-footed albatross,,Phoebastria nigripes,,0.7
3,Marine Bird,Black noddy,,Anous stolidus pileatus,,0.7
3,Marine Bird,Black-winged petrel,,Pterodroma nigripennis,,1
3,Marine Bird,Blue noddy,,Procelesterna cerulean,,0.7
3,Marine Bird,Brown booby,,Sula leucogaster,,0.7
3,Marine Bird,Brown noddy,,Anous stolidus,,1
3,Marine Bird,Bulwer's Petrel,,Bulweria bulwerii,,0.7
3,Marine Bird,Christmas shearwater,,Puffinus nativitatis,,0.7
3,Marine Bird,Cook_s Petrel,,Pterodroma cookii,,1
3,Marine Bird,Gray-backed tern,,"Onychonprion lunatus, Sterna lunata",,0.7
3,Marine Bird,Great frigatebird,,Fregata minor,,0.7
3,Marine Bird,Hawaiian black noddy,,Anous minutus melanogenys,,0.7
3,Marine Bird,Hawaiian petrel (dark-rumped petrel),,Pterodroma phaeopygia sandwichensis,,0.25
3,Marine Bird,Juan Fernandez petrel,,Pterodroma externa,,1
3,Marine Bird,Laysan albatross,,Phoebastria immutabilis,,0.7
3,Marine Bird,Masked Booby,,Sula dactylatra,,0.7
3,Marine Bird,Mottled petrel,,Pterodroma inexpectata,,1
3,Marine Bird,Newell's shearwater,,Puffinus newelli,,0.25
3,Marine Bird,Red-footed booby,,Sula sula,,1
3,Marine Bird,Red-tailed tropicbird,,Phaethon rubricauda,,0.7
3,Marine Bird,Sooty tern,,"Onychoprion fuscata, Sterna fuscata",,1
3,Marine Bird,Wedge-tailed shearwater,,Puffinus pacificus,,1
3,Marine Bird,White or ferry tern,,Gygis alba,,1
3,Marine Bird,White-tailed tropic bird,,Phaethon lepturus ,,0.7
3,Marine Bird,Bristle-thighed curlew,,Numenius tahitiensis,,1
3,Marine Bird,Pacific golden plover,,Pluvialis fulva,,1
3,Marine Bird,Sanderling,,Calidris alba,,1
3,Marine Bird,Ruddy turnstone,,Arenaria interpres,,1
3,Marine Bird,Wandering tattler,,Heteroscelus incanus,,1
3,Marine Mammal,Blainville’s beaked whale,,Mesoplodon densirostris,NC,1
3,Marine Mammal,Blue whale ,,Balaenoptera musculus musculus,E,0.25
3,Marine Mammal,Bryde’s whale ,,Balaenoptera edeni,NC,1
3,Marine Mammal,Common bottlenose dolphin,,Tursiops truncatus truncatus,NC,1
3,Marine Mammal,Cuvier’s beaked whale,,Ziphius cavirostris,NC,1
3,Marine Mammal,Dwarf sperm whale,,Kogia sima,NC,1
3,Marine Mammal,False killer whale,,Pseudorca crassidens,E,0.25
3,Marine Mammal,Fin whale ,,Balaenoptera physalus physalus,E,0.25
3,Marine Mammal,Fraser’s dolphin ,,Lagenodelphis hosei,NC,1
3,Marine Mammal,Hawaiian monk seal,,Neomonachus schauinslandi,E,0.25
3,Marine Mammal,Hawksbill,,Ertmochelys imbricata,E,0.25
3,Marine Mammal,Humpback whale,,Megaptera novaeangliae,E,0.25
3,Marine Mammal,Killer whale ,,Orcinus orca,NC,1
3,Marine Mammal,Longman’s beaked whale,,Indopacetus pacificus,NC,1
3,Marine Mammal,Melon-headed whale ,,Peponocephala electra,NC,1
3,Marine Mammal,Minke whale ,,Balaenoptera acutorostrata scammoni,NC,1
3,Marine Mammal,North Pacific right ,,Lissodelphis borealis,NC,1
3,Marine Mammal,Pantropical spotted dolphin,,Stenella attenuata attenuata,NC,1
3,Marine Mammal,Pygmy killer whale,,Feresa attenuata,NC,1
3,Marine Mammal,Pygmy sperm whale,,Kogia breviceps,NC,1
3,Marine Mammal,Risso’s dolphin ,,Grampus griseus,NC,1
3,Marine Mammal,Rough-toothed dolphin ,,Steno bredanensis,NC,1
3,Marine Mammal,Sei whale ,,Balaenoptera borealis borealis,E,0.25
3,Marine Mammal,Short-finned pilot whale,,Globicephala macrorhynchus,NC,1
3,Marine Mammal,Sperm whale ,,Physeter macrocephalus,E,0.25
3,Marine Mammal,Spinner dolphin ,,Stenella longirostris longirostris),NC,1
3,Marine Mammal,Striped dolphin ,,Stenella coeruleoalba,NC,1
3,Marine Turtle,Green Turtle,,Chelonia mydas,T,0.5
3,Marine Turtle,Leatherback,,Dermochelys cariacea,E,0.25
3,Marine Turtle,Loggerhead,,Caretta caretta,E,0.25
3,Marine Turtle,Olive Ridley,,Lepidochelys olivacea,T,0.5
4,Coastal Plant,Beach spurge,"Koko, _akoko",Chamaesyce degeneri,,1
4,Coastal Plant,,"__kia, kauhi",Wikstroemia spp,,1
4,Coastal Plant,,Ahuawa,Mariscus javanicus,,1
4,Coastal Plant,,Akaakai,Schoenoplectella tabernae-montani,,1
4,Coastal Plant,,Alena,Boerhavia repens,,1
4,Coastal Plant,,Degener_s _akoko,Euphorbia degeneri,V,0.7
4,Coastal Plant,Dwarf naupaka,Dwarf naupaka,Scaevola coriacsea,E,0.25
4,Coastal Plant,Pandanus,hala/Pu hala,Pandanus tectorius,,1
4,Coastal Plant,,Hau,Talipariti tiliaceus,,1
4,Coastal Plant,,Hinahina,Heliotropium anomalum,,1
